State         Time      Voltage         csa_NJc    Solution_Pot              c0     Theta_Alpha      Theta_Beta          R_beta         csb_NJc        Position           csa_e           csb_e    Cycle_Number
  CDR        hours        Volts         mol/cm3               V         mol/cm3               ,               ,            rate            conc            node           equiv           equiv               ,
   C       0.46909      2.00342     1.88714E+00     1.23164E-02     5.57324E-04     7.76043E-01     2.23957E-01     1.69517E-03     3.88236E+00     1.40000E+01     1.72620E+00     2.91150E+00     1.00000E+00
   C       0.46909      2.00342     1.88526E+00     1.32428E-02     5.27419E-04     7.80151E-01     2.19849E-01     1.69757E-03     3.88055E+00     1.50000E+01     1.72108E+00     2.91111E+00     1.00000E+00
   C       0.46909      2.00342     1.88331E+00     1.41583E-02     4.98363E-04     7.84329E-01     2.15671E-01     1.69982E-03     3.87850E+00     1.60000E+01     1.71581E+00     2.91072E+00     1.00000E+00
   C       0.46909      2.00342     1.88128E+00     1.50623E-02     4.70164E-04     7.88577E-01     2.11423E-01     1.70185E-03     3.87617E+00     1.70000E+01     1.71041E+00     2.91033E+00     1.00000E+00
   C       0.46909      2.00342     1.87917E+00     1.59538E-02     4.42830E-04     7.92897E-01     2.07103E-01     1.70368E-03     3.87350E+00     1.80000E+01     1.70485E+00     2.90995E+00     1.00000E+00
   C       0.46909      2.00342     1.87697E+00     1.68322E-02     4.16370E-04     7.97289E-01     2.02711E-01     1.70523E-03     3.87043E+00     1.90000E+01     1.69914E+00     2.90956E+00     1.00000E+00
   C       0.46909      2.00342     1.87466E+00     1.76963E-02     3.90794E-04     8.01753E-01     1.98247E-01     1.70647E-03     3.86690E+00     2.00000E+01     1.69326E+00     2.90918E+00     1.00000E+00
   C       0.46909      2.00342     1.87223E+00     1.85452E-02     3.66111E-04     8.06289E-01     1.93711E-01     1.70735E-03     3.86281E+00     2.10000E+01     1.68721E+00     2.90879E+00     1.00000E+00
   C       0.46909      2.00342     1.86968E+00     1.93779E-02     3.42331E-04     8.10896E-01     1.89104E-01     1.70784E-03     3.85807E+00     2.20000E+01     1.68099E+00     2.90841E+00     1.00000E+00
   C       0.46909      2.00342     1.86699E+00     2.01932E-02     3.19465E-04     8.15572E-01     1.84428E-01     1.70786E-03     3.85255E+00     2.30000E+01     1.67458E+00     2.90803E+00     1.00000E+00
   C       0.46909      2.00342     1.86416E+00     2.09899E-02     2.97523E-04     8.20316E-01     1.79684E-01     1.70736E-03     3.84611E+00     2.40000E+01     1.66799E+00     2.90766E+00     1.00000E+00
   C       0.46909      2.00342     1.86116E+00     2.17669E-02     2.76516E-04     8.25122E-01     1.74878E-01     1.70627E-03     3.83858E+00     2.50000E+01     1.66121E+00     2.90729E+00     1.00000E+00
   C       0.46909      2.00342     1.85799E+00     2.25229E-02     2.56456E-04     8.29986E-01     1.70014E-01     1.70454E-03     3.82975E+00     2.60000E+01     1.65424E+00     2.90692E+00     1.00000E+00
   C       0.46909      2.00342     1.85464E+00     2.32567E-02     2.37354E-04     8.34901E-01     1.65099E-01     1.70208E-03     3.81940E+00     2.70000E+01     1.64708E+00     2.90655E+00     1.00000E+00
   C       0.46909      2.00342     1.85109E+00     2.39672E-02     2.19222E-04     8.39858E-01     1.60142E-01     1.69883E-03     3.80729E+00     2.80000E+01     1.63974E+00     2.90619E+00     1.00000E+00
   C       0.46909      2.00342     1.84735E+00     2.46536E-02     2.02072E-04     8.44844E-01     1.55156E-01     1.69472E-03     3.79314E+00     2.90000E+01     1.63222E+00     2.90584E+00     1.00000E+00
   C       0.46909      2.00342     1.84340E+00     2.53150E-02     1.85916E-04     8.49844E-01     1.50156E-01     1.68970E-03     3.77674E+00     3.00000E+01     1.62454E+00     2.90550E+00     1.00000E+00
   C       0.46909      2.00342     1.83925E+00     2.59512E-02     1.70765E-04     8.54839E-01     1.45161E-01     1.68371E-03     3.75788E+00     3.10000E+01     1.61673E+00     2.90516E+00     1.00000E+00
   C       0.46909      2.00342     1.83490E+00     2.65622E-02     1.56632E-04     8.59805E-01     1.40195E-01     1.67675E-03     3.73650E+00     3.20000E+01     1.60880E+00     2.90484E+00     1.00000E+00
   C       0.46909      2.00342     1.83039E+00     2.71489E-02     1.43528E-04     8.64712E-01     1.35288E-01     1.66882E-03     3.71271E+00     3.30000E+01     1.60081E+00     2.90453E+00     1.00000E+00
   C       0.46909      2.00342     1.82573E+00     2.77131E-02     1.31463E-04     8.69524E-01     1.30476E-01     1.65996E-03     3.68688E+00     3.40000E+01     1.59281E+00     2.90424E+00     1.00000E+00
   C       0.46909      2.00342     1.82098E+00     2.82575E-02     1.20449E-04     8.74199E-01     1.25801E-01     1.65026E-03     3.65971E+00     3.50000E+01     1.58487E+00     2.90396E+00     1.00000E+00
   C       0.46909      2.00342     1.81620E+00     2.87864E-02     1.10496E-04     8.78687E-01     1.21313E-01     1.63987E-03     3.63235E+00     3.60000E+01     1.57710E+00     2.90371E+00     1.00000E+00
   C       0.46909      2.00342     1.81145E+00     2.93053E-02     1.01617E-04     8.82929E-01     1.17071E-01     1.62900E-03     3.60652E+00     3.70000E+01     1.56959E+00     2.90349E+00     1.00000E+00
   C       0.46909      2.00342     1.80685E+00     2.98221E-02     9.38492E-05     8.86860E-01     1.13140E-01     1.61796E-03     3.68505E+00     3.80000E+01     1.56250E+00     2.90327E+00     1.00000E+00
   C       0.46909      2.00342     1.80252E+00     3.02838E-02     8.71551E-05     8.90409E-01     1.09591E-01     1.60714E-03     3.69858E+00     3.90000E+01     1.55597E+00     2.90304E+00     1.00000E+00
   C       0.46909      2.00342     1.79859E+00     3.06722E-02     8.15550E-05     8.93501E-01     1.06499E-01     1.59699E-03     3.68745E+00     4.00000E+01     1.55019E+00     2.90284E+00     1.00000E+00
   C       0.46909      2.00342     1.79523E+00     3.09840E-02     7.70653E-05     8.96061E-01     1.03939E-01     1.58804E-03     3.67395E+00     4.10000E+01     1.54532E+00     2.90268E+00     1.00000E+00
   C       0.46909      2.00342     1.79257E+00     3.12185E-02     7.36936E-05     8.98020E-01     1.01980E-01     1.58082E-03     3.66196E+00     4.20000E+01     1.54155E+00     2.90256E+00     1.00000E+00
   C       0.46909      2.00342     1.79076E+00     3.13760E-02     7.14444E-05     8.99317E-01     1.00683E-01     1.57580E-03     3.65332E+00     4.30000E+01     1.53904E+00     2.90247E+00     1.00000E+00
   C       0.46909      2.00342     1.78990E+00     3.14557E-02     7.03201E-05     8.99908E-01     1.00092E-01     1.57336E-03     3.64910E+00     4.40000E+01     1.53788E+00     2.90244E+00     1.00000E+00
   C       0.46909      2.00342     1.78997E+00     3.14557E-02     7.03201E-05     8.99840E-01     1.00160E-01     1.57354E-03     3.64945E+00     4.50000E+01     1.53802E+00     2.90244E+00     1.00000E+00
